StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,netted,"treatment_1 ",Q1_1,Q2_1,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,treatment_2,Q1_2,Q2_2,Q3_2,Q4_2,Q5_2,Q6_2,Q7_2,Q8_2,Q9_2,Q10_2,"treatment_3 ",Q1_3,Q2_3,Q3_3,Q4_3,Q5_3,Q6_3,Q7_3,Q8_3,Q9_3,Q10_3,treatment_4,Q1_4,Q2_4,Q3_4,Q4_4,Q5_4,Q6_4,Q7_4,Q8_4,Q9_4,Q10_4
2024-03-24 22:59:22,2024-03-24 23:20:16,IP Address,73.228.72.5,100,1253,True,2024-03-24 23:20:17,R_3yRLKoZ2PQjo9jj,,,,,40.2783,-111.7198,anonymous,EN,gavinlt,Jesus Christ,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to understand the operation of economic rules (rationality) and the power to appreciate the force of moral arguments (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties must be privately funded to prevent the state from acquiring too much political power, but Mill would probably say that whether political parties’ funding should support the least advantaged group.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-24 23:13:41,2024-03-24 23:20:34,IP Address,66.219.235.182,100,412,True,2024-03-24 23:20:34,R_3Qm0MQTUaPpHYCi,,,,,40.2342,-111.6442,anonymous,EN,mattpc,Jesus Christ,Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-24 23:38:08,2024-03-24 23:48:47,IP Address,136.36.241.102,100,638,True,2024-03-24 23:48:48,R_30vK3y0XVcIuXJU,,,,,40.6982,-111.841,anonymous,EN,aviejk,,,,,,,,,,,,Professor Davis,Justice in distribution,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to own the means of production.,"Rawls would likely say that political parties must be privately funded to prevent the state from acquiring too much political power, but Mill would probably say that whether political parties’ funding should support the least advantaged group.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,
2024-03-22 14:47:48,2024-03-25 00:48:09,IP Address,66.219.214.103,100,208820,True,2024-03-25 00:48:09,R_1ixNlS6lOFyxLIp,,,,,40.1777,-111.5344,anonymous,EN,counterc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A black t-shirt with the NZ Rugby symbol on it,Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-25 01:57:50,2024-03-25 02:06:30,IP Address,76.27.113.95,100,520,True,2024-03-25 02:06:31,R_1ZXx54hnRbuhgzf,,,,,40.3119,-111.6959,anonymous,EN,dlbaldwi,,,,,,,,,,,,,,,,,,,,,,,"White male, late 20s or early 30s. He has brown hair, bushy eyebrows, and a scruffy beard. He is wearing a black shirt.",Justice in distribution,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he and Rawls both favor historical principles, while Mill favors a pattered principle.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,
2024-03-25 08:57:28,2024-03-25 09:13:34,IP Address,128.187.116.5,100,965,True,2024-03-25 09:13:34,R_3tAAaedZhjP76NP,,,,,40.2342,-111.6442,anonymous,EN,juliakh,,,,,,,,,,,,,,,,,,,,,,,Man with brown hair and a beard folding his arms and smiling.,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,
2024-03-25 09:48:17,2024-03-25 09:56:15,IP Address,128.187.116.17,100,477,True,2024-03-25 09:56:16,R_1c744MbX1xtkqAq,,,,,40.2342,-111.6442,anonymous,EN,kl544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"grey ",Justice in distribution,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a historical principle of justice through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Impure procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that he, Rawls, and Mill would all agree on historical principles, though they would disagree on exactly which principle should be selected.","Mill would support free expression, but only if it wasn’t harmful to the feelings of other groups. Rawls would support free expression in all cases."
2024-03-25 09:55:33,2024-03-25 10:02:04,IP Address,128.187.116.12,100,390,True,2024-03-25 10:02:04,R_5SeiZz9hVSMnH1y,,,,,40.2342,-111.6442,anonymous,EN,dmckenz7,Jesus Christ,Justice in distribution,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 09:56:50,2024-03-25 10:07:11,IP Address,73.63.88.132,100,621,True,2024-03-25 10:07:12,R_2CIBRrHNo5dEGTZ,,,,,40.3119,-111.6959,anonymous,EN,kbf27,Jesus Christ,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Pure procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 10:05:29,2024-03-25 10:12:25,IP Address,172.59.152.99,100,415,True,2024-03-25 10:12:26,R_7yBMsyckJ8rOPGF,,,,,40.6566,-111.8907,anonymous,EN,jayne143,,,,,,,,,,,,Ryan Davis!!,Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-25 10:04:51,2024-03-25 10:14:36,IP Address,128.187.116.22,100,585,True,2024-03-25 10:14:37,R_7qBJ7o0FwFaCX0J,,,,,40.2342,-111.6442,anonymous,EN,sdavis87,Jesus Christ,Justice in distribution,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve justice in holdings through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 11:00:20,2024-03-25 11:06:23,IP Address,128.187.116.5,100,362,True,2024-03-25 11:06:24,R_5kSx2wq2TOCeXl3,,,,,40.2342,-111.6442,anonymous,EN,benjam10,,,,,,,,,,,,That is professor Davis.,Justice in distribution,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-25 11:13:57,2024-03-25 11:40:55,IP Address,66.219.235.84,100,1618,True,2024-03-25 11:40:56,R_5lbYHj2Es0TCDJm,,,,,40.2342,-111.6442,anonymous,EN,cdavis17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It is olive green,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-25 11:19:32,2024-03-25 12:05:48,IP Address,128.187.116.15,100,2776,True,2024-03-25 12:05:49,R_1ruAtw01Lps1J0Q,,,,,40.2342,-111.6442,anonymous,EN,Diannezl,Jesus,Justice in distribution,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 12:06:53,2024-03-25 12:13:45,IP Address,128.187.116.18,100,411,True,2024-03-25 12:13:46,R_1iFg1pqOHMRmbkt,,,,,40.2342,-111.6442,anonymous,EN,bittk,Jesus my Savior,Justice in holdings,"Tacit consent, because Rawls agrees with Locke that merely participating within a basic structure counts as issuing consent.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 12:10:42,2024-03-25 12:44:54,IP Address,128.187.116.5,100,2052,True,2024-03-25 12:44:55,R_165AV2JGxJ8U849,,,,,40.2342,-111.6442,anonymous,EN,burgi1,,,,,,,,,,,,Professor Ryan Davis,Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he and Rawls both favor historical principles, while Mill favors a pattered principle.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-25 12:59:14,2024-03-25 13:11:04,IP Address,128.187.116.27,100,709,True,2024-03-25 13:11:05,R_1mxl6dLYu6MWSYN,,,,,40.2342,-111.6442,anonymous,EN,mhamme11,It's Jesus Christ.  He's wearing a red robe and has a brown beard.,Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own whatever is the result of voluntary transfers.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 13:21:20,2024-03-25 13:44:13,IP Address,128.187.116.20,100,1373,True,2024-03-25 13:44:14,R_2QpBnK6OfmsUmWt,,,,,40.2342,-111.6442,anonymous,EN,nd758326,,,,,,,,,,,,,,,,,,,,,,,a handsome lad with a beard and a dark buttoned shirt.,Justice in distribution,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a historical principle of justice through interfering with the free choice of others.,The basic structure should be organized in a way that is to the advantage of the least advantaged group.,Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should be privately funded, because private funding is essential to preserving the opportunity for individuals to pursue their own life plans; Mill would likely agree, given his shared commitment to individual liberty.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Mill would support free expression, but only if it wasn’t harmful to the feelings of other groups. Rawls would support free expression in all cases.",,,,,,,,,,,
2024-03-25 14:05:13,2024-03-25 14:25:45,IP Address,128.187.114.7,100,1231,True,2024-03-25 14:25:45,R_2anUIQheXnOfDKV,,,,,40.3507,-111.7349,anonymous,EN,acbesaw,,,,,,,,,,,,Dr. Ryan Davis,Justice in distribution,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to a fair share of the cooperatively produced social goods.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that his own view favors a patterned principle of justice, while Rawls and Mill favor historical principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,,,,,,,,,,,,
2024-03-25 14:14:04,2024-03-25 15:04:21,IP Address,128.187.116.5,100,3017,True,2024-03-25 15:04:22,R_2SB0wTlTJhKpf39,,,,,40.2342,-111.6442,anonymous,EN,habermee,"This is Jesus Christ, my comforter and favorite person in my life. ",Justice in distribution,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 14:52:58,2024-03-25 15:12:53,IP Address,128.187.116.22,100,1194,True,2024-03-25 15:12:54,R_3DkAYIKOfJcbREv,,,,,40.2342,-111.6442,anonymous,EN,jmarc23,,,,,,,,,,,,,,,,,,,,,,,A white man with a beard in a button up shirt,Justice in holdings,"Hypothetical consent and actual consent, because Rawls believes that parties must consent in abstract and in fact for a basic structure to be legitimate.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve justice in holdings through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he, Rawls, and Mill would all agree on historical principles, though they would disagree on exactly which principle should be selected.","Rawls and Mill would both support free expression conditionally, as long as the balance of empirical evidence suggested that free expression would promote the values they associated with justice.",,,,,,,,,,,
2024-03-25 15:41:25,2024-03-25 16:08:05,IP Address,66.219.214.30,100,1599,True,2024-03-25 16:08:06,R_2fttIrJia8OWUZb,,,,,40.1777,-111.5344,anonymous,EN,Kamora8,,,,,,,,,,,,,,,,,,,,,,,"it is a man in a black collard shirt. he has brown hair and a beard. ",Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,None of the above.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,
2024-03-25 15:45:21,2024-03-25 16:08:35,IP Address,136.36.49.124,100,1393,True,2024-03-25 16:08:35,R_2LzYIIx1QVxgqwQ,,,,,40.2584,-111.6591,anonymous,EN,cns37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'm wearing a red and black shirt. ",Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-25 16:08:42,2024-03-25 16:18:04,IP Address,192.34.255.222,100,562,True,2024-03-25 16:18:05,R_1WBVxtzY35YHYJz,,,,,40.6982,-111.841,anonymous,EN,mkimba22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,None of the above.,Perfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-22 13:45:53,2024-03-25 16:20:04,IP Address,128.187.112.6,100,268451,True,2024-03-25 16:20:05,R_12qTfuOm79aVKEG,,,,,40.3507,-111.7349,anonymous,EN,hmjones8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blue, it is the BYU game shirt",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility."
2024-03-25 16:55:25,2024-03-25 16:57:26,IP Address,204.8.53.12,100,121,True,2024-03-25 16:57:27,R_1XdOzJ3k2PXAUVf,,,,,41.0854,-111.9682,anonymous,EN,225352326,Jesus Christ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 16:26:50,2024-03-25 17:01:36,IP Address,66.7.118.70,100,2085,True,2024-03-25 17:01:36,R_7OTnt4jMLsx2C9k,,,,,40.2584,-111.6591,anonymous,EN,ch975,,,,,,,,,,,,,,,,,,,,,,,"A man with dark hair, brown eyes, and wearing a black collared shirt.",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve a patterned principle of justice through interfering with the free choice of others.,The basic structure is just if the distribution of property is the result of a just series of historical transfers.,Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor support free expression, but only insofar as it is compatible with the well-being of the least advantaged group. Mill would support it in all cases.",,,,,,,,,,,
2024-03-25 17:07:14,2024-03-25 17:14:17,IP Address,75.169.26.27,100,423,True,2024-03-25 17:14:18,R_363B3Jfl5Nhkeis,,,,,40.6981,-111.9999,anonymous,EN,calebpc,"It's Jesus Christ, the Savior",Justice in holdings,"Hypothetical consent, because Rawls thinks that securing actual consent of all to a basic structure is impossible.",The power to understand the operation of economic rules (rationality) and the power to appreciate the force of moral arguments (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would say that the funding of policies should be according to what best supported utility, understood as the aggregate permanent higher interests.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-25 17:49:20,2024-03-25 17:56:11,IP Address,128.187.116.27,100,411,True,2024-03-25 17:56:11,R_7Q3jwjaEwb0r8Jr,,,,,40.2342,-111.6442,anonymous,EN,breckinf,,,,,,,,,,,,"I see a striking looking figure. He has eyes, glasses, ears, a read tie, white shirt, black jacket, and is stood Infront of a bookshelf.   ",Justice in holdings,"Actual consent, because Rawls regards it as a core feature of liberalism that everyone in a society must in fact agree to its fundamental rules.",The power to form a plan for one’s own life (rationality) and the power to form agreements on fair terms with others (reasonability),You can only achieve Rawls’s liberty principle of justice through interfering with the free choice of others.,"The rights of persons should not be violated, even if doing so would produce greater utility than any alternative.",Imperfect procedural justice,A right to own private property.,"Rawls would likely say that political parties should then be publicly rather than privately funded, and Mill would likely agree if public funding best respected the voluntary transfers of groups.","He would say that he favors historical principles, while Rawls and Mill favor versions of patterned principles.","Rawls would favor free expression as protected by his first principle of justice, and Mill would favor free expression as promoting utility.",,,,,,,,,,,,,,,,,,,,,,
